-324, 243, 652, 457
-293, 34, -240, 952
-910, -792, -595, 404
833, -415, 968, 157
-183, 302, 599, 493
301, -457, 655, -20
35, 752, 91, 800
339, 333, 705, 447
-395, -203, 491, 894
613, -75, 898, 423
-941, 232, -930, 807
-694, -187, 71, 479
948, 393, 960, 786
-419, -268, 276, -117
568, -855, 635, 715
-948, -351, -652, 803
408, 918, 506, 958
-307, 334, -285, 340
840, -909, 864, 679
-298, -888, -29, 420
-400, -306, 140, 362
269, -720, 526, -185
660, 493, 937, 594
967, 664, 978, 670
237, 513, 953, 984
237, -912, 892, 669
207, 903, 393, 969
-442, -557, 28, -379
758, 647, 789, 986
-495, 674, 133, 842
305, -778, 726, 463
270, -493, 449, -56
-213, -196, 991, -173
-163, 683, 913, 805
-756, -955, -557, 484
-330, -584, 612, -423
-459, -94, -6, 64
733, -305, 908, 921
838, 115, 909, 394
-718, -220, -327, 825
534, 229, 602, 634
279, -513, 434, 279
6, 45, 768, 762
-517, 520, 753, 736
-468, -433, 86, 724
493, -614, 831, -180
-883, 469, -394, 797
-411, -927, -32, 437
-696, -711, 91, 302
-719, -343, -493, 779
129, 762, 200, 906
899, -212, 926, 105
837, -397, 974, 497
744, -674, 908, 92
-20, 112, 245, 180
684, 283, 739, 768
652, -747, 687, 94
-484, 846, -23, 880
-707, 177, -522, 622
-258, -588, 123, 34
671, 895, 866, 900
-908, 148, 892, 877
548, -648, 768, 283
-232, 493, 165, 566
-707, 806, 436, 887
33, -831, 345, 403
451, 590, 855, 606
663, 28, 743, 774
236, 368, 433, 672
356, 86, 702, 820
452, -94, 563, 134
401, -919, 611, 688
-682, -15, 938, 75
781, 893, 926, 988
831, 670, 951, 757
746, -289, 809, -2
-730, 615, 537, 620
148, 7, 172, 704
368, -149, 982, 806
902, 839, 937, 849
-414, -161, -100, 160
858, -616, 996, 652
-771, -868, 582, 199
-8, 54, 600, 779
-763, -456, -683, 811
-739, -2, 485, 321
-77, 385, 914, 733
349, -995, 926, -665
-583, 385, -143, 969
-180, 160, 905, 562
-263, -967, 256, -537
-570, -575, -106, 748
178, -936, 977, -172
800, 943, 849, 948
863, 782, 882, 825
-859, 822, -82, 905
-299, 988, -240, 991
-704, -335, 960, 271
-682, 128, -179, 652
-297, -525, 597, -230
-515, 230, -318, 916
-167, -299, -99, 270
-962, 647, -485, 920
702, -633, 902, -108
8, 266, 150, 493
-760, -17, -288, 416
836, -324, 852, -261
813, -997, 998, 705
199, -67, 938, -56
161, 181, 917, 936
-465, 796, 386, 814
-141, 937, 788, 945
570, 678, 807, 901
956, -904, 983, -178
-455, -802, 213, -141
-47, -872, -18, 464
933, -595, 976, -543
632, -142, 852, 464
142, 598, 487, 862
841, -996, 895, -627
819, -272, 935, 381
643, -248, 736, -125
960, 662, 986, 801
-905, 689, -654, 911
489, 216, 667, 845
-843, 755, -517, 802
555, -422, 941, 8
552, 330, 950, 971
-106, -830, 11, 42
-140, -629, 108, 514
-407, 173, -18, 940
-900, 666, 793, 908
-523, 870, 992, 940
-774, 835, 894, 937
383, 725, 618, 982
28, 48, 386, 281
-866, -166, 167, 356
-545, 809, -79, 832
525, -83, 945, 20
719, -640, 791, -489
-602, 702, 568, 724
-1000, -833, 811, -166
-60, 515, 249, 782
861, 170, 939, 291
379, 365, 548, 882
627, -119, 763, -114
789, 271, 870, 791
-394, 607, -131, 850
571, 911, 984, 971
-57, -654, -50, 558
892, -671, 902, 488
980, 441, 992, 760
-786, -691, 233, -628
-102, -136, 564, 543
101, -80, 514, 611
-728, 357, -328, 563
-733, 302, -217, 556
756, -882, 810, -166
-223, 66, 613, 497
-935, 127, 227, 135
586, -134, 841, 547
-631, 712, 3, 777
-106, -245, 709, 322
-412, -75, -49, 393
-790, 928, 187, 947
-198, 542, 61, 963
-224, -518, 493, -37
275, -815, 861, -624
954, 953, 976, 973
58, 609, 729, 870
294, 273, 364, 430
-962, 441, 319, 828
-617, 745, 649, 914
326, 943, 498, 958
-290, -481, 566, -273
-402, -109, -130, 760
692, -668, 833, 503
-185, 803, 961, 956
864, 999, 977, 1000
161, 517, 515, 982
213, 974, 464, 988
-460, -923, 664, -390
-672, 683, 935, 901
-296, 307, 124, 582
-514, 747, 976, 815
-265, -325, 630, -293
-178, 94, 235, 99
449, -22, 888, 941
-359, -363, -131, 500
-716, 132, 632, 931
-39, -316, 965, 796
-738, 434, -103, 723
-981, 280, 160, 955
94, 925, 535, 932
1, -218, 45, 979
-776, -184, 172, 652
-732, -525, 69, 530
501, 320, 635, 517
-206, -739, -80, 223
-466, 249, -334, 468
690, -70, 820, 291
-946, 483, -852, 970
191, -193, 442, 459
965, -145, 990, 533
-449, -62, 306, 433
427, 689, 865, 855
117, 731, 341, 827
-293, -221, 603, 276
-39, 443, 990, 893
959, 93, 971, 822
-179, 833, 312, 903
-683, -416, 310, 963
-414, 704, 758, 979
405, -272, 918, -83
883, -903, 955, 496
62, -159, 467, 350
-28, -478, 751, -300
-312, -59, 168, 1
947, 375, 962, 817
832, 72, 997, 844
702, -991, 925, 24
568, 850, 916, 931
-973, -662, -604, -527
563, 112, 639, 375
473, 241, 591, 509
413, 460, 838, 998
-451, -271, 347, 136
267, -281, 457, 307
-877, 195, -253, 997
350, -75, 711, 973
562, 826, 721, 829
-470, -337, 70, 148
-654, -60, 779, 702
564, 537, 939, 857
-281, -639, 750, -390
161, -334, 548, 791
900, -189, 993, 475
928, -40, 956, 996
-586, 692, -434, 837
-206, -453, 216, -199
257, -989, 719, -427
-675, 684, -405, 714
-797, 35, -517, 96
119, 142, 959, 663
-267, 862, -12, 959
106, -315, 365, 451
-1000, 379, -564, 865
-433, 111, 983, 941
-797, 940, -293, 941
-643, 587, -174, 596
-101, -918, 794, 138
-363, 985, 660, 986
710, 19, 901, 656
828, 612, 923, 721
726, 403, 959, 848
300, 183, 824, 891
-709, -641, -363, 894
56, -846, 931, -68
-686, -544, -682, 279
191, -968, 888, 780
-181, -700, 529, 987
-788, 25, 620, 157
-229, 736, 251, 816
681, -810, 745, -763
779, 507, 890, 682
277, -111, 362, 270
-284, 603, -178, 917
478, 552, 858, 819
